"name","run.no.in.std.order","run.no","run.no.std.rp","size","temp","Blocks"
"1355","17",1355,"17.31","1","t",".31"
"1356","19",1356,"19.31","3","t",".31"
"1357","44",1357,"44.31","13","e",".31"
"1358","13",1358,"13.31","12","n",".31"
"1359","18",1359,"18.31","2","t",".31"
"1360","30",1360,"30.31","14","t",".31"
"1361","14",1361,"14.31","13","n",".31"
"1362","5",1362,"5.31","4","n",".31"
"1363","32",1363,"32.31","1","e",".31"
"1364","3",1364,"3.31","2","n",".31"
"1365","45",1365,"45.31","14","e",".31"
"1366","33",1366,"33.31","2","e",".31"
"1367","24",1367,"24.31","8","t",".31"
"1368","42",1368,"42.31","11","e",".31"
"1369","25",1369,"25.31","9","t",".31"
"1370","16",1370,"16.31","0","t",".31"
"1371","10",1371,"10.31","9","n",".31"
"1372","29",1372,"29.31","13","t",".31"
"1373","15",1373,"15.31","14","n",".31"
"1374","12",1374,"12.31","11","n",".31"
"1375","7",1375,"7.31","6","n",".31"
"1376","40",1376,"40.31","9","e",".31"
"1377","43",1377,"43.31","12","e",".31"
"1378","23",1378,"23.31","7","t",".31"
"1379","21",1379,"21.31","5","t",".31"
"1380","34",1380,"34.31","3","e",".31"
"1381","2",1381,"2.31","1","n",".31"
"1382","31",1382,"31.31","0","e",".31"
"1383","38",1383,"38.31","7","e",".31"
"1384","20",1384,"20.31","4","t",".31"
"1385","26",1385,"26.31","10","t",".31"
"1386","9",1386,"9.31","8","n",".31"
"1387","1",1387,"1.31","0","n",".31"
"1388","27",1388,"27.31","11","t",".31"
"1389","36",1389,"36.31","5","e",".31"
"1390","35",1390,"35.31","4","e",".31"
"1391","37",1391,"37.31","6","e",".31"
"1392","22",1392,"22.31","6","t",".31"
"1393","4",1393,"4.31","3","n",".31"
"1394","28",1394,"28.31","12","t",".31"
"1395","41",1395,"41.31","10","e",".31"
"1396","12",1396,"12.32","11","n",".32"
"1397","25",1397,"25.32","9","t",".32"
"1398","6",1398,"6.32","5","n",".32"
"1399","15",1399,"15.32","14","n",".32"
"1400","21",1400,"21.32","5","t",".32"
"1401","43",1401,"43.32","12","e",".32"
"1402","36",1402,"36.32","5","e",".32"
"1403","41",1403,"41.32","10","e",".32"
"1404","8",1404,"8.32","7","n",".32"
"1405","3",1405,"3.32","2","n",".32"
"1406","23",1406,"23.32","7","t",".32"
"1407","7",1407,"7.32","6","n",".32"
"1408","26",1408,"26.32","10","t",".32"
"1409","32",1409,"32.32","1","e",".32"
"1410","22",1410,"22.32","6","t",".32"
"1411","40",1411,"40.32","9","e",".32"
"1412","2",1412,"2.32","1","n",".32"
"1413","9",1413,"9.32","8","n",".32"
"1414","39",1414,"39.32","8","e",".32"
"1415","1",1415,"1.32","0","n",".32"
"1416","34",1416,"34.32","3","e",".32"
"1417","5",1417,"5.32","4","n",".32"
"1418","27",1418,"27.32","11","t",".32"
"1419","17",1419,"17.32","1","t",".32"
"1420","31",1420,"31.32","0","e",".32"
"1421","10",1421,"10.32","9","n",".32"
"1422","18",1422,"18.32","2","t",".32"
"1423","38",1423,"38.32","7","e",".32"
"1424","4",1424,"4.32","3","n",".32"
"1425","24",1425,"24.32","8","t",".32"
"1426","44",1426,"44.32","13","e",".32"
"1427","28",1427,"28.32","12","t",".32"
"1428","20",1428,"20.32","4","t",".32"
"1429","11",1429,"11.32","10","n",".32"
"1430","19",1430,"19.32","3","t",".32"
"1431","45",1431,"45.32","14","e",".32"
"1432","13",1432,"13.32","12","n",".32"
"1433","14",1433,"14.32","13","n",".32"
"1434","42",1434,"42.32","11","e",".32"
"1435","33",1435,"33.32","2","e",".32"
"1436","35",1436,"35.32","4","e",".32"
"1437","37",1437,"37.32","6","e",".32"
"1438","16",1438,"16.32","0","t",".32"
"1439","29",1439,"29.32","13","t",".32"
"1440","30",1440,"30.32","14","t",".32"
"1441","16",1441,"16.33","0","t",".33"
"1442","41",1442,"41.33","10","e",".33"
"1443","6",1443,"6.33","5","n",".33"
"1444","25",1444,"25.33","9","t",".33"
"1445","20",1445,"20.33","4","t",".33"
"1446","11",1446,"11.33","10","n",".33"
"1447","3",1447,"3.33","2","n",".33"
"1448","35",1448,"35.33","4","e",".33"
"1449","28",1449,"28.33","12","t",".33"
"1450","14",1450,"14.33","13","n",".33"
"1451","27",1451,"27.33","11","t",".33"
"1452","17",1452,"17.33","1","t",".33"
"1453","7",1453,"7.33","6","n",".33"
"1454","31",1454,"31.33","0","e",".33"
"1455","12",1455,"12.33","11","n",".33"
"1456","30",1456,"30.33","14","t",".33"
"1457","15",1457,"15.33","14","n",".33"
"1458","4",1458,"4.33","3","n",".33"
"1459","8",1459,"8.33","7","n",".33"
"1460","5",1460,"5.33","4","n",".33"
"1461","9",1461,"9.33","8","n",".33"
"1462","37",1462,"37.33","6","e",".33"
"1463","21",1463,"21.33","5","t",".33"
"1464","44",1464,"44.33","13","e",".33"
"1465","1",1465,"1.33","0","n",".33"
"1466","19",1466,"19.33","3","t",".33"
"1467","18",1467,"18.33","2","t",".33"
"1468","33",1468,"33.33","2","e",".33"
"1469","10",1469,"10.33","9","n",".33"
"1470","39",1470,"39.33","8","e",".33"
"1471","32",1471,"32.33","1","e",".33"
"1472","13",1472,"13.33","12","n",".33"
"1473","45",1473,"45.33","14","e",".33"
"1474","36",1474,"36.33","5","e",".33"
"1475","26",1475,"26.33","10","t",".33"
"1476","40",1476,"40.33","9","e",".33"
"1477","23",1477,"23.33","7","t",".33"
"1478","43",1478,"43.33","12","e",".33"
"1479","22",1479,"22.33","6","t",".33"
"1480","42",1480,"42.33","11","e",".33"
"1481","2",1481,"2.33","1","n",".33"
"1482","24",1482,"24.33","8","t",".33"
"1483","29",1483,"29.33","13","t",".33"
"1484","38",1484,"38.33","7","e",".33"
"1485","34",1485,"34.33","3","e",".33"
"1486","12",1486,"12.34","11","n",".34"
"1487","40",1487,"40.34","9","e",".34"
"1488","3",1488,"3.34","2","n",".34"
"1489","14",1489,"14.34","13","n",".34"
"1490","6",1490,"6.34","5","n",".34"
"1491","1",1491,"1.34","0","n",".34"
"1492","13",1492,"13.34","12","n",".34"
"1493","41",1493,"41.34","10","e",".34"
"1494","5",1494,"5.34","4","n",".34"
"1495","34",1495,"34.34","3","e",".34"
"1496","31",1496,"31.34","0","e",".34"
"1497","9",1497,"9.34","8","n",".34"
"1498","24",1498,"24.34","8","t",".34"
"1499","42",1499,"42.34","11","e",".34"
"1500","15",1500,"15.34","14","n",".34"
"1501","21",1501,"21.34","5","t",".34"
"1502","7",1502,"7.34","6","n",".34"
"1503","26",1503,"26.34","10","t",".34"
"1504","32",1504,"32.34","1","e",".34"
"1505","29",1505,"29.34","13","t",".34"
"1506","19",1506,"19.34","3","t",".34"
"1507","36",1507,"36.34","5","e",".34"
"1508","18",1508,"18.34","2","t",".34"
"1509","30",1509,"30.34","14","t",".34"
"1510","33",1510,"33.34","2","e",".34"
"1511","8",1511,"8.34","7","n",".34"
"1512","43",1512,"43.34","12","e",".34"
"1513","25",1513,"25.34","9","t",".34"
"1514","22",1514,"22.34","6","t",".34"
"1515","35",1515,"35.34","4","e",".34"
"1516","23",1516,"23.34","7","t",".34"
"1517","16",1517,"16.34","0","t",".34"
"1518","17",1518,"17.34","1","t",".34"
"1519","10",1519,"10.34","9","n",".34"
"1520","4",1520,"4.34","3","n",".34"
"1521","39",1521,"39.34","8","e",".34"
"1522","37",1522,"37.34","6","e",".34"
"1523","28",1523,"28.34","12","t",".34"
"1524","44",1524,"44.34","13","e",".34"
"1525","27",1525,"27.34","11","t",".34"
"1526","20",1526,"20.34","4","t",".34"
"1527","45",1527,"45.34","14","e",".34"
"1528","38",1528,"38.34","7","e",".34"
"1529","2",1529,"2.34","1","n",".34"
"1530","11",1530,"11.34","10","n",".34"
"1531","11",1531,"11.35","10","n",".35"
"1532","2",1532,"2.35","1","n",".35"
"1533","35",1533,"35.35","4","e",".35"
"1534","29",1534,"29.35","13","t",".35"
"1535","5",1535,"5.35","4","n",".35"
"1536","37",1536,"37.35","6","e",".35"
"1537","18",1537,"18.35","2","t",".35"
"1538","7",1538,"7.35","6","n",".35"
"1539","30",1539,"30.35","14","t",".35"
"1540","15",1540,"15.35","14","n",".35"
"1541","42",1541,"42.35","11","e",".35"
"1542","6",1542,"6.35","5","n",".35"
"1543","25",1543,"25.35","9","t",".35"
"1544","45",1544,"45.35","14","e",".35"
"1545","41",1545,"41.35","10","e",".35"
"1546","32",1546,"32.35","1","e",".35"
"1547","24",1547,"24.35","8","t",".35"
"1548","14",1548,"14.35","13","n",".35"
"1549","20",1549,"20.35","4","t",".35"
"1550","4",1550,"4.35","3","n",".35"
"1551","13",1551,"13.35","12","n",".35"
"1552","9",1552,"9.35","8","n",".35"
"1553","40",1553,"40.35","9","e",".35"
"1554","21",1554,"21.35","5","t",".35"
"1555","36",1555,"36.35","5","e",".35"
"1556","12",1556,"12.35","11","n",".35"
"1557","39",1557,"39.35","8","e",".35"
"1558","19",1558,"19.35","3","t",".35"
"1559","44",1559,"44.35","13","e",".35"
"1560","1",1560,"1.35","0","n",".35"
"1561","33",1561,"33.35","2","e",".35"
"1562","3",1562,"3.35","2","n",".35"
"1563","28",1563,"28.35","12","t",".35"
"1564","8",1564,"8.35","7","n",".35"
"1565","27",1565,"27.35","11","t",".35"
"1566","31",1566,"31.35","0","e",".35"
"1567","22",1567,"22.35","6","t",".35"
"1568","38",1568,"38.35","7","e",".35"
"1569","10",1569,"10.35","9","n",".35"
"1570","43",1570,"43.35","12","e",".35"
"1571","16",1571,"16.35","0","t",".35"
"1572","26",1572,"26.35","10","t",".35"
"1573","17",1573,"17.35","1","t",".35"
"1574","23",1574,"23.35","7","t",".35"
"1575","34",1575,"34.35","3","e",".35"
"1576","37",1576,"37.36","6","e",".36"
"1577","44",1577,"44.36","13","e",".36"
"1578","23",1578,"23.36","7","t",".36"
"1579","26",1579,"26.36","10","t",".36"
"1580","17",1580,"17.36","1","t",".36"
"1581","32",1581,"32.36","1","e",".36"
"1582","4",1582,"4.36","3","n",".36"
"1583","41",1583,"41.36","10","e",".36"
"1584","3",1584,"3.36","2","n",".36"
"1585","27",1585,"27.36","11","t",".36"
"1586","22",1586,"22.36","6","t",".36"
"1587","19",1587,"19.36","3","t",".36"
"1588","6",1588,"6.36","5","n",".36"
"1589","29",1589,"29.36","13","t",".36"
"1590","1",1590,"1.36","0","n",".36"
"1591","15",1591,"15.36","14","n",".36"
"1592","24",1592,"24.36","8","t",".36"
"1593","31",1593,"31.36","0","e",".36"
"1594","30",1594,"30.36","14","t",".36"
"1595","21",1595,"21.36","5","t",".36"
"1596","33",1596,"33.36","2","e",".36"
"1597","42",1597,"42.36","11","e",".36"
"1598","35",1598,"35.36","4","e",".36"
"1599","13",1599,"13.36","12","n",".36"
"1600","12",1600,"12.36","11","n",".36"
"1601","36",1601,"36.36","5","e",".36"
"1602","9",1602,"9.36","8","n",".36"
"1603","7",1603,"7.36","6","n",".36"
"1604","18",1604,"18.36","2","t",".36"
"1605","2",1605,"2.36","1","n",".36"
"1606","39",1606,"39.36","8","e",".36"
"1607","16",1607,"16.36","0","t",".36"
"1608","28",1608,"28.36","12","t",".36"
"1609","14",1609,"14.36","13","n",".36"
"1610","20",1610,"20.36","4","t",".36"
"1611","8",1611,"8.36","7","n",".36"
"1612","45",1612,"45.36","14","e",".36"
"1613","25",1613,"25.36","9","t",".36"
"1614","43",1614,"43.36","12","e",".36"
"1615","11",1615,"11.36","10","n",".36"
"1616","38",1616,"38.36","7","e",".36"
"1617","5",1617,"5.36","4","n",".36"
"1618","40",1618,"40.36","9","e",".36"
"1619","10",1619,"10.36","9","n",".36"
"1620","34",1620,"34.36","3","e",".36"
"1621","20",1621,"20.37","4","t",".37"
"1622","17",1622,"17.37","1","t",".37"
"1623","27",1623,"27.37","11","t",".37"
"1624","28",1624,"28.37","12","t",".37"
"1625","18",1625,"18.37","2","t",".37"
"1626","41",1626,"41.37","10","e",".37"
"1627","12",1627,"12.37","11","n",".37"
"1628","7",1628,"7.37","6","n",".37"
"1629","10",1629,"10.37","9","n",".37"
"1630","5",1630,"5.37","4","n",".37"
"1631","24",1631,"24.37","8","t",".37"
"1632","44",1632,"44.37","13","e",".37"
"1633","38",1633,"38.37","7","e",".37"
"1634","15",1634,"15.37","14","n",".37"
"1635","25",1635,"25.37","9","t",".37"
"1636","1",1636,"1.37","0","n",".37"
"1637","45",1637,"45.37","14","e",".37"
"1638","9",1638,"9.37","8","n",".37"
"1639","39",1639,"39.37","8","e",".37"
"1640","36",1640,"36.37","5","e",".37"
"1641","30",1641,"30.37","14","t",".37"
"1642","16",1642,"16.37","0","t",".37"
"1643","40",1643,"40.37","9","e",".37"
"1644","4",1644,"4.37","3","n",".37"
"1645","22",1645,"22.37","6","t",".37"
"1646","3",1646,"3.37","2","n",".37"
"1647","23",1647,"23.37","7","t",".37"
"1648","42",1648,"42.37","11","e",".37"
"1649","21",1649,"21.37","5","t",".37"
"1650","31",1650,"31.37","0","e",".37"
"1651","29",1651,"29.37","13","t",".37"
"1652","32",1652,"32.37","1","e",".37"
"1653","33",1653,"33.37","2","e",".37"
"1654","13",1654,"13.37","12","n",".37"
"1655","37",1655,"37.37","6","e",".37"
"1656","11",1656,"11.37","10","n",".37"
"1657","6",1657,"6.37","5","n",".37"
"1658","35",1658,"35.37","4","e",".37"
"1659","14",1659,"14.37","13","n",".37"
"1660","8",1660,"8.37","7","n",".37"
"1661","43",1661,"43.37","12","e",".37"
"1662","19",1662,"19.37","3","t",".37"
"1663","34",1663,"34.37","3","e",".37"
"1664","2",1664,"2.37","1","n",".37"
"1665","26",1665,"26.37","10","t",".37"
"1666","29",1666,"29.38","13","t",".38"
"1667","18",1667,"18.38","2","t",".38"
"1668","1",1668,"1.38","0","n",".38"
"1669","24",1669,"24.38","8","t",".38"
"1670","8",1670,"8.38","7","n",".38"
"1671","14",1671,"14.38","13","n",".38"
"1672","3",1672,"3.38","2","n",".38"
"1673","45",1673,"45.38","14","e",".38"
"1674","40",1674,"40.38","9","e",".38"
"1675","36",1675,"36.38","5","e",".38"
"1676","37",1676,"37.38","6","e",".38"
"1677","5",1677,"5.38","4","n",".38"
"1678","41",1678,"41.38","10","e",".38"
"1679","19",1679,"19.38","3","t",".38"
"1680","12",1680,"12.38","11","n",".38"
"1681","2",1681,"2.38","1","n",".38"
"1682","17",1682,"17.38","1","t",".38"
"1683","22",1683,"22.38","6","t",".38"
"1684","9",1684,"9.38","8","n",".38"
"1685","26",1685,"26.38","10","t",".38"
"1686","33",1686,"33.38","2","e",".38"
"1687","16",1687,"16.38","0","t",".38"
"1688","38",1688,"38.38","7","e",".38"
"1689","23",1689,"23.38","7","t",".38"
"1690","15",1690,"15.38","14","n",".38"
"1691","42",1691,"42.38","11","e",".38"
"1692","31",1692,"31.38","0","e",".38"
"1693","30",1693,"30.38","14","t",".38"
"1694","35",1694,"35.38","4","e",".38"
"1695","32",1695,"32.38","1","e",".38"
"1696","10",1696,"10.38","9","n",".38"
"1697","4",1697,"4.38","3","n",".38"
"1698","44",1698,"44.38","13","e",".38"
"1699","39",1699,"39.38","8","e",".38"
"1700","13",1700,"13.38","12","n",".38"
"1701","27",1701,"27.38","11","t",".38"
"1702","7",1702,"7.38","6","n",".38"
"1703","34",1703,"34.38","3","e",".38"
"1704","28",1704,"28.38","12","t",".38"
"1705","43",1705,"43.38","12","e",".38"
"1706","6",1706,"6.38","5","n",".38"
"1707","20",1707,"20.38","4","t",".38"
"1708","11",1708,"11.38","10","n",".38"
"1709","25",1709,"25.38","9","t",".38"
"1710","21",1710,"21.38","5","t",".38"
"1711","8",1711,"8.39","7","n",".39"
"1712","33",1712,"33.39","2","e",".39"
"1713","1",1713,"1.39","0","n",".39"
"1714","25",1714,"25.39","9","t",".39"
"1715","38",1715,"38.39","7","e",".39"
"1716","12",1716,"12.39","11","n",".39"
"1717","10",1717,"10.39","9","n",".39"
"1718","30",1718,"30.39","14","t",".39"
"1719","3",1719,"3.39","2","n",".39"
"1720","20",1720,"20.39","4","t",".39"
"1721","40",1721,"40.39","9","e",".39"
"1722","31",1722,"31.39","0","e",".39"
"1723","6",1723,"6.39","5","n",".39"
"1724","19",1724,"19.39","3","t",".39"
"1725","24",1725,"24.39","8","t",".39"
"1726","4",1726,"4.39","3","n",".39"
"1727","16",1727,"16.39","0","t",".39"
"1728","22",1728,"22.39","6","t",".39"
"1729","15",1729,"15.39","14","n",".39"
"1730","5",1730,"5.39","4","n",".39"
"1731","29",1731,"29.39","13","t",".39"
"1732","27",1732,"27.39","11","t",".39"
"1733","7",1733,"7.39","6","n",".39"
"1734","45",1734,"45.39","14","e",".39"
"1735","36",1735,"36.39","5","e",".39"
"1736","43",1736,"43.39","12","e",".39"
"1737","34",1737,"34.39","3","e",".39"
"1738","14",1738,"14.39","13","n",".39"
"1739","41",1739,"41.39","10","e",".39"
"1740","2",1740,"2.39","1","n",".39"
"1741","26",1741,"26.39","10","t",".39"
"1742","32",1742,"32.39","1","e",".39"
"1743","17",1743,"17.39","1","t",".39"
"1744","9",1744,"9.39","8","n",".39"
"1745","11",1745,"11.39","10","n",".39"
"1746","18",1746,"18.39","2","t",".39"
"1747","13",1747,"13.39","12","n",".39"
"1748","44",1748,"44.39","13","e",".39"
"1749","42",1749,"42.39","11","e",".39"
"1750","28",1750,"28.39","12","t",".39"
"1751","21",1751,"21.39","5","t",".39"
"1752","37",1752,"37.39","6","e",".39"
"1753","35",1753,"35.39","4","e",".39"
"1754","39",1754,"39.39","8","e",".39"
"1755","23",1755,"23.39","7","t",".39"
"1756","33",1756,"33.40","2","e",".40"
"1757","39",1757,"39.40","8","e",".40"
"1758","45",1758,"45.40","14","e",".40"
"1759","26",1759,"26.40","10","t",".40"
"1760","41",1760,"41.40","10","e",".40"
"1761","1",1761,"1.40","0","n",".40"
"1762","34",1762,"34.40","3","e",".40"
"1763","30",1763,"30.40","14","t",".40"
"1764","40",1764,"40.40","9","e",".40"
"1765","4",1765,"4.40","3","n",".40"
"1766","9",1766,"9.40","8","n",".40"
"1767","43",1767,"43.40","12","e",".40"
"1768","23",1768,"23.40","7","t",".40"
"1769","6",1769,"6.40","5","n",".40"
"1770","2",1770,"2.40","1","n",".40"
"1771","38",1771,"38.40","7","e",".40"
"1772","18",1772,"18.40","2","t",".40"
"1773","15",1773,"15.40","14","n",".40"
"1774","42",1774,"42.40","11","e",".40"
"1775","27",1775,"27.40","11","t",".40"
"1776","16",1776,"16.40","0","t",".40"
"1777","12",1777,"12.40","11","n",".40"
"1778","24",1778,"24.40","8","t",".40"
"1779","5",1779,"5.40","4","n",".40"
"1780","31",1780,"31.40","0","e",".40"
"1781","3",1781,"3.40","2","n",".40"
"1782","11",1782,"11.40","10","n",".40"
"1783","44",1783,"44.40","13","e",".40"
"1784","28",1784,"28.40","12","t",".40"
"1785","22",1785,"22.40","6","t",".40"
"1786","10",1786,"10.40","9","n",".40"
"1787","21",1787,"21.40","5","t",".40"
"1788","13",1788,"13.40","12","n",".40"
"1789","7",1789,"7.40","6","n",".40"
"1790","14",1790,"14.40","13","n",".40"
"1791","36",1791,"36.40","5","e",".40"
"1792","19",1792,"19.40","3","t",".40"
"1793","35",1793,"35.40","4","e",".40"
"1794","32",1794,"32.40","1","e",".40"
"1795","29",1795,"29.40","13","t",".40"
"1796","20",1796,"20.40","4","t",".40"
"1797","17",1797,"17.40","1","t",".40"
"1798","25",1798,"25.40","9","t",".40"
"1799","8",1799,"8.40","7","n",".40"
"1800","37",1800,"37.40","6","e",".40"
"1801","28",1801,"28.41","12","t",".41"
"1802","37",1802,"37.41","6","e",".41"
"1803","27",1803,"27.41","11","t",".41"
"1804","2",1804,"2.41","1","n",".41"
"1805","45",1805,"45.41","14","e",".41"
"1806","35",1806,"35.41","4","e",".41"
"1807","38",1807,"38.41","7","e",".41"
"1808","39",1808,"39.41","8","e",".41"
"1809","19",1809,"19.41","3","t",".41"
"1810","14",1810,"14.41","13","n",".41"
"1811","18",1811,"18.41","2","t",".41"
"1812","1",1812,"1.41","0","n",".41"
"1813","26",1813,"26.41","10","t",".41"
"1814","8",1814,"8.41","7","n",".41"
"1815","32",1815,"32.41","1","e",".41"
"1816","41",1816,"41.41","10","e",".41"
"1817","34",1817,"34.41","3","e",".41"
"1818","10",1818,"10.41","9","n",".41"
"1819","6",1819,"6.41","5","n",".41"
"1820","13",1820,"13.41","12","n",".41"
"1821","25",1821,"25.41","9","t",".41"
"1822","22",1822,"22.41","6","t",".41"
"1823","23",1823,"23.41","7","t",".41"
"1824","15",1824,"15.41","14","n",".41"
"1825","40",1825,"40.41","9","e",".41"
"1826","3",1826,"3.41","2","n",".41"
"1827","11",1827,"11.41","10","n",".41"
"1828","4",1828,"4.41","3","n",".41"
"1829","5",1829,"5.41","4","n",".41"
"1830","24",1830,"24.41","8","t",".41"
"1831","44",1831,"44.41","13","e",".41"
"1832","16",1832,"16.41","0","t",".41"
"1833","9",1833,"9.41","8","n",".41"
"1834","33",1834,"33.41","2","e",".41"
"1835","36",1835,"36.41","5","e",".41"
"1836","30",1836,"30.41","14","t",".41"
"1837","29",1837,"29.41","13","t",".41"
"1838","21",1838,"21.41","5","t",".41"
"1839","7",1839,"7.41","6","n",".41"
"1840","31",1840,"31.41","0","e",".41"
"1841","20",1841,"20.41","4","t",".41"
"1842","17",1842,"17.41","1","t",".41"
"1843","42",1843,"42.41","11","e",".41"
"1844","12",1844,"12.41","11","n",".41"
"1845","43",1845,"43.41","12","e",".41"
"1846","22",1846,"22.42","6","t",".42"
"1847","3",1847,"3.42","2","n",".42"
"1848","7",1848,"7.42","6","n",".42"
"1849","41",1849,"41.42","10","e",".42"
"1850","16",1850,"16.42","0","t",".42"
"1851","13",1851,"13.42","12","n",".42"
"1852","42",1852,"42.42","11","e",".42"
"1853","14",1853,"14.42","13","n",".42"
"1854","39",1854,"39.42","8","e",".42"
"1855","44",1855,"44.42","13","e",".42"
"1856","11",1856,"11.42","10","n",".42"
"1857","32",1857,"32.42","1","e",".42"
"1858","27",1858,"27.42","11","t",".42"
"1859","10",1859,"10.42","9","n",".42"
"1860","31",1860,"31.42","0","e",".42"
"1861","18",1861,"18.42","2","t",".42"
"1862","4",1862,"4.42","3","n",".42"
"1863","12",1863,"12.42","11","n",".42"
"1864","6",1864,"6.42","5","n",".42"
"1865","28",1865,"28.42","12","t",".42"
"1866","23",1866,"23.42","7","t",".42"
"1867","8",1867,"8.42","7","n",".42"
"1868","29",1868,"29.42","13","t",".42"
"1869","40",1869,"40.42","9","e",".42"
"1870","5",1870,"5.42","4","n",".42"
"1871","20",1871,"20.42","4","t",".42"
"1872","19",1872,"19.42","3","t",".42"
"1873","33",1873,"33.42","2","e",".42"
"1874","25",1874,"25.42","9","t",".42"
"1875","9",1875,"9.42","8","n",".42"
"1876","37",1876,"37.42","6","e",".42"
"1877","24",1877,"24.42","8","t",".42"
"1878","1",1878,"1.42","0","n",".42"
"1879","17",1879,"17.42","1","t",".42"
"1880","30",1880,"30.42","14","t",".42"
"1881","34",1881,"34.42","3","e",".42"
"1882","2",1882,"2.42","1","n",".42"
"1883","43",1883,"43.42","12","e",".42"
"1884","35",1884,"35.42","4","e",".42"
"1885","15",1885,"15.42","14","n",".42"
"1886","21",1886,"21.42","5","t",".42"
"1887","45",1887,"45.42","14","e",".42"
"1888","38",1888,"38.42","7","e",".42"
"1889","36",1889,"36.42","5","e",".42"
"1890","26",1890,"26.42","10","t",".42"
"1891","28",1891,"28.43","12","t",".43"
"1892","9",1892,"9.43","8","n",".43"
"1893","1",1893,"1.43","0","n",".43"
"1894","44",1894,"44.43","13","e",".43"
"1895","3",1895,"3.43","2","n",".43"
"1896","40",1896,"40.43","9","e",".43"
"1897","5",1897,"5.43","4","n",".43"
"1898","10",1898,"10.43","9","n",".43"
"1899","19",1899,"19.43","3","t",".43"
"1900","24",1900,"24.43","8","t",".43"
"1901","22",1901,"22.43","6","t",".43"
"1902","4",1902,"4.43","3","n",".43"
"1903","25",1903,"25.43","9","t",".43"
"1904","38",1904,"38.43","7","e",".43"
"1905","20",1905,"20.43","4","t",".43"
"1906","13",1906,"13.43","12","n",".43"
"1907","18",1907,"18.43","2","t",".43"
"1908","21",1908,"21.43","5","t",".43"
"1909","17",1909,"17.43","1","t",".43"
"1910","8",1910,"8.43","7","n",".43"
"1911","2",1911,"2.43","1","n",".43"
"1912","26",1912,"26.43","10","t",".43"
"1913","43",1913,"43.43","12","e",".43"
"1914","32",1914,"32.43","1","e",".43"
"1915","35",1915,"35.43","4","e",".43"
"1916","14",1916,"14.43","13","n",".43"
"1917","15",1917,"15.43","14","n",".43"
"1918","7",1918,"7.43","6","n",".43"
"1919","33",1919,"33.43","2","e",".43"
"1920","12",1920,"12.43","11","n",".43"
"1921","30",1921,"30.43","14","t",".43"
"1922","6",1922,"6.43","5","n",".43"
"1923","23",1923,"23.43","7","t",".43"
"1924","36",1924,"36.43","5","e",".43"
"1925","34",1925,"34.43","3","e",".43"
"1926","27",1926,"27.43","11","t",".43"
"1927","39",1927,"39.43","8","e",".43"
"1928","41",1928,"41.43","10","e",".43"
"1929","37",1929,"37.43","6","e",".43"
"1930","11",1930,"11.43","10","n",".43"
"1931","45",1931,"45.43","14","e",".43"
"1932","42",1932,"42.43","11","e",".43"
"1933","29",1933,"29.43","13","t",".43"
"1934","16",1934,"16.43","0","t",".43"
"1935","31",1935,"31.43","0","e",".43"
"1936","27",1936,"27.44","11","t",".44"
"1937","7",1937,"7.44","6","n",".44"
"1938","40",1938,"40.44","9","e",".44"
"1939","2",1939,"2.44","1","n",".44"
"1940","32",1940,"32.44","1","e",".44"
"1941","29",1941,"29.44","13","t",".44"
"1942","14",1942,"14.44","13","n",".44"
"1943","41",1943,"41.44","10","e",".44"
"1944","18",1944,"18.44","2","t",".44"
"1945","5",1945,"5.44","4","n",".44"
"1946","16",1946,"16.44","0","t",".44"
"1947","10",1947,"10.44","9","n",".44"
"1948","13",1948,"13.44","12","n",".44"
"1949","12",1949,"12.44","11","n",".44"
"1950","25",1950,"25.44","9","t",".44"
"1951","17",1951,"17.44","1","t",".44"
"1952","11",1952,"11.44","10","n",".44"
"1953","36",1953,"36.44","5","e",".44"
"1954","31",1954,"31.44","0","e",".44"
"1955","26",1955,"26.44","10","t",".44"
"1956","20",1956,"20.44","4","t",".44"
"1957","3",1957,"3.44","2","n",".44"
"1958","35",1958,"35.44","4","e",".44"
"1959","15",1959,"15.44","14","n",".44"
"1960","6",1960,"6.44","5","n",".44"
"1961","1",1961,"1.44","0","n",".44"
"1962","43",1962,"43.44","12","e",".44"
"1963","42",1963,"42.44","11","e",".44"
"1964","4",1964,"4.44","3","n",".44"
"1965","24",1965,"24.44","8","t",".44"
"1966","28",1966,"28.44","12","t",".44"
"1967","9",1967,"9.44","8","n",".44"
"1968","30",1968,"30.44","14","t",".44"
"1969","44",1969,"44.44","13","e",".44"
"1970","21",1970,"21.44","5","t",".44"
"1971","37",1971,"37.44","6","e",".44"
"1972","34",1972,"34.44","3","e",".44"
"1973","38",1973,"38.44","7","e",".44"
"1974","22",1974,"22.44","6","t",".44"
"1975","23",1975,"23.44","7","t",".44"
"1976","19",1976,"19.44","3","t",".44"
"1977","45",1977,"45.44","14","e",".44"
"1978","39",1978,"39.44","8","e",".44"
"1979","33",1979,"33.44","2","e",".44"
"1980","8",1980,"8.44","7","n",".44"
"1981","39",1981,"39.45","8","e",".45"
"1982","34",1982,"34.45","3","e",".45"
"1983","7",1983,"7.45","6","n",".45"
"1984","12",1984,"12.45","11","n",".45"
"1985","23",1985,"23.45","7","t",".45"
"1986","14",1986,"14.45","13","n",".45"
"1987","16",1987,"16.45","0","t",".45"
"1988","35",1988,"35.45","4","e",".45"
