"counter","size","memtype","temp","opt","value"
OFFCORE_RESPONSE_0:DMND_DATA_RD,small,unc,nt,O2.pchasing,1300
OFFCORE_REQUESTS:DEMAND_DATA_RD,huge,wb,t,O2.pchasing,1970560345
OFFCORE_REQUESTS:DEMAND_DATA_RD,huge,wb,nt,O2.pchasing,1970563867
OFFCORE_REQUESTS:DEMAND_DATA_RD,huge,wc,t,O2.pchasing,3846802
OFFCORE_REQUESTS:DEMAND_DATA_RD,huge,wc,nt,O2.pchasing,3846966
OFFCORE_REQUESTS:DEMAND_DATA_RD,huge,unc,t,O2.pchasing,3846981
OFFCORE_REQUESTS:DEMAND_DATA_RD,huge,unc,nt,O2.pchasing,3845992
OFFCORE_REQUESTS:DEMAND_DATA_RD,small,wb,t,O2.pchasing,1970051459
OFFCORE_REQUESTS:DEMAND_DATA_RD,small,wb,nt,O2.pchasing,1970055605
OFFCORE_REQUESTS:DEMAND_DATA_RD,small,wc,t,O2.pchasing,4029
OFFCORE_REQUESTS:DEMAND_DATA_RD,small,wc,nt,O2.pchasing,3027
