"name","run.no.in.std.order","run.no","run.no.std.rp","size","overhead","temp","Blocks"
"5723","36",5723,"36.30","8","2","n",".30"
"5724","60",5724,"60.30","4","8","n",".30"
"5725","134",5725,"134.30","8","2","t",".30"
"5726","176",5726,"176.30","8","16","t",".30"
"5727","177",5727,"177.30","9","16","t",".30"
"5728","72",5728,"72.30","2","16","n",".30"
"5729","126",5729,"126.30","14","1","t",".30"
"5730","48",5730,"48.30","6","4","n",".30"
"5731","140",5731,"140.30","14","2","t",".30"
"5732","164",5732,"164.30","10","8","t",".30"
"5733","73",5733,"73.30","3","16","n",".30"
"5734","14",5734,"14.30","14","0","n",".30"
"5735","57",5735,"57.30","1","8","n",".30"
"5736","189",5736,"189.30","7","32","t",".30"
"5737","175",5737,"175.30","7","16","t",".30"
"5738","172",5738,"172.30","4","16","t",".30"
"5739","196",5739,"196.30","14","32","t",".30"
"5740","20",5740,"20.30","6","1","n",".30"
"5741","148",5741,"148.30","8","4","t",".30"
"5742","58",5742,"58.30","2","8","n",".30"
"5743","121",5743,"121.30","9","1","t",".30"
"5744","78",5744,"78.30","8","16","n",".30"
"5745","106",5745,"106.30","8","0","t",".30"
"5746","83",5746,"83.30","13","16","n",".30"
"5747","31",5747,"31.30","3","2","n",".30"
"5748","85",5748,"85.30","1","32","n",".30"
"5749","193",5749,"193.30","11","32","t",".30"
"5750","137",5750,"137.30","11","2","t",".30"
"5751","114",5751,"114.30","2","1","t",".30"
"5752","136",5752,"136.30","10","2","t",".30"
"5753","124",5753,"124.30","12","1","t",".30"
"5754","3",5754,"3.30","3","0","n",".30"
"5755","149",5755,"149.30","9","4","t",".30"
"5756","42",5756,"42.30","14","2","n",".30"
"5757","2",5757,"2.30","2","0","n",".30"
"5758","96",5758,"96.30","12","32","n",".30"
"5759","131",5759,"131.30","5","2","t",".30"
"5760","195",5760,"195.30","13","32","t",".30"
"5761","50",5761,"50.30","8","4","n",".30"
"5762","120",5762,"120.30","8","1","t",".30"
"5763","21",5763,"21.30","7","1","n",".30"
"5764","5",5764,"5.30","5","0","n",".30"
"5765","91",5765,"91.30","7","32","n",".30"
"5766","38",5766,"38.30","10","2","n",".30"
"5767","4",5767,"4.30","4","0","n",".30"
"5768","185",5768,"185.30","3","32","t",".30"
"5769","93",5769,"93.30","9","32","n",".30"
"5770","46",5770,"46.30","4","4","n",".30"
"5771","86",5771,"86.30","2","32","n",".30"
"5772","139",5772,"139.30","13","2","t",".30"
"5773","19",5773,"19.30","5","1","n",".30"
"5774","108",5774,"108.30","10","0","t",".30"
"5775","184",5775,"184.30","2","32","t",".30"
"5776","32",5776,"32.30","4","2","n",".30"
"5777","29",5777,"29.30","1","2","n",".30"
"5778","112",5778,"112.30","14","0","t",".30"
"5779","8",5779,"8.30","8","0","n",".30"
"5780","145",5780,"145.30","5","4","t",".30"
"5781","22",5781,"22.30","8","1","n",".30"
"5782","44",5782,"44.30","2","4","n",".30"
"5783","37",5783,"37.30","9","2","n",".30"
"5784","186",5784,"186.30","4","32","t",".30"
"5785","47",5785,"47.30","5","4","n",".30"
"5786","6",5786,"6.30","6","0","n",".30"
"5787","66",5787,"66.30","10","8","n",".30"
"5788","92",5788,"92.30","8","32","n",".30"
"5789","192",5789,"192.30","10","32","t",".30"
"5790","51",5790,"51.30","9","4","n",".30"
"5791","100",5791,"100.30","2","0","t",".30"
"5792","180",5792,"180.30","12","16","t",".30"
"5793","39",5793,"39.30","11","2","n",".30"
"5794","171",5794,"171.30","3","16","t",".30"
"5795","41",5795,"41.30","13","2","n",".30"
"5796","15",5796,"15.30","1","1","n",".30"
"5797","138",5797,"138.30","12","2","t",".30"
"5798","127",5798,"127.30","1","2","t",".30"
"5799","144",5799,"144.30","4","4","t",".30"
"5800","1",5800,"1.30","1","0","n",".30"
"5801","122",5801,"122.30","10","1","t",".30"
"5802","34",5802,"34.30","6","2","n",".30"
"5803","128",5803,"128.30","2","2","t",".30"
"5804","82",5804,"82.30","12","16","n",".30"
"5805","169",5805,"169.30","1","16","t",".30"
"5806","56",5806,"56.30","14","4","n",".30"
"5807","154",5807,"154.30","14","4","t",".30"
"5808","71",5808,"71.30","1","16","n",".30"
"5809","105",5809,"105.30","7","0","t",".30"
"5810","67",5810,"67.30","11","8","n",".30"
"5811","18",5811,"18.30","4","1","n",".30"
"5812","167",5812,"167.30","13","8","t",".30"
"5813","156",5813,"156.30","2","8","t",".30"
"5814","88",5814,"88.30","4","32","n",".30"
"5815","109",5815,"109.30","11","0","t",".30"
"5816","95",5816,"95.30","11","32","n",".30"
"5817","103",5817,"103.30","5","0","t",".30"
"5818","26",5818,"26.30","12","1","n",".30"
"5819","70",5819,"70.30","14","8","n",".30"
"5820","61",5820,"61.30","5","8","n",".30"
"5821","55",5821,"55.30","13","4","n",".30"
"5822","181",5822,"181.30","13","16","t",".30"
"5823","190",5823,"190.30","8","32","t",".30"
"5824","188",5824,"188.30","6","32","t",".30"
"5825","162",5825,"162.30","8","8","t",".30"
"5826","89",5826,"89.30","5","32","n",".30"
"5827","123",5827,"123.30","11","1","t",".30"
"5828","110",5828,"110.30","12","0","t",".30"
"5829","142",5829,"142.30","2","4","t",".30"
"5830","75",5830,"75.30","5","16","n",".30"
"5831","132",5831,"132.30","6","2","t",".30"
"5832","101",5832,"101.30","3","0","t",".30"
"5833","155",5833,"155.30","1","8","t",".30"
"5834","23",5834,"23.30","9","1","n",".30"
"5835","10",5835,"10.30","10","0","n",".30"
"5836","79",5836,"79.30","9","16","n",".30"
"5837","9",5837,"9.30","9","0","n",".30"
"5838","43",5838,"43.30","1","4","n",".30"
"5839","165",5839,"165.30","11","8","t",".30"
"5840","161",5840,"161.30","7","8","t",".30"
"5841","11",5841,"11.30","11","0","n",".30"
"5842","157",5842,"157.30","3","8","t",".30"
"5843","87",5843,"87.30","3","32","n",".30"
"5844","49",5844,"49.30","7","4","n",".30"
"5845","146",5845,"146.30","6","4","t",".30"
"5846","143",5846,"143.30","3","4","t",".30"
"5847","133",5847,"133.30","7","2","t",".30"
"5848","158",5848,"158.30","4","8","t",".30"
"5849","54",5849,"54.30","12","4","n",".30"
"5850","94",5850,"94.30","10","32","n",".30"
"5851","116",5851,"116.30","4","1","t",".30"
"5852","84",5852,"84.30","14","16","n",".30"
"5853","183",5853,"183.30","1","32","t",".30"
"5854","117",5854,"117.30","5","1","t",".30"
"5855","65",5855,"65.30","9","8","n",".30"
"5856","13",5856,"13.30","13","0","n",".30"
"5857","173",5857,"173.30","5","16","t",".30"
"5858","113",5858,"113.30","1","1","t",".30"
"5859","98",5859,"98.30","14","32","n",".30"
"5860","90",5860,"90.30","6","32","n",".30"
"5861","119",5861,"119.30","7","1","t",".30"
"5862","30",5862,"30.30","2","2","n",".30"
"5863","118",5863,"118.30","6","1","t",".30"
"5864","16",5864,"16.30","2","1","n",".30"
"5865","53",5865,"53.30","11","4","n",".30"
"5866","111",5866,"111.30","13","0","t",".30"
"5867","7",5867,"7.30","7","0","n",".30"
"5868","24",5868,"24.30","10","1","n",".30"
"5869","135",5869,"135.30","9","2","t",".30"
"5870","74",5870,"74.30","4","16","n",".30"
"5871","40",5871,"40.30","12","2","n",".30"
"5872","178",5872,"178.30","10","16","t",".30"
"5873","33",5873,"33.30","5","2","n",".30"
"5874","147",5874,"147.30","7","4","t",".30"
"5875","99",5875,"99.30","1","0","t",".30"
"5876","115",5876,"115.30","3","1","t",".30"
"5877","159",5877,"159.30","5","8","t",".30"
"5878","64",5878,"64.30","8","8","n",".30"
"5879","163",5879,"163.30","9","8","t",".30"
"5880","174",5880,"174.30","6","16","t",".30"
"5881","165",5881,"165.31","11","8","t",".31"
"5882","86",5882,"86.31","2","32","n",".31"
"5883","82",5883,"82.31","12","16","n",".31"
"5884","78",5884,"78.31","8","16","n",".31"
"5885","76",5885,"76.31","6","16","n",".31"
"5886","50",5886,"50.31","8","4","n",".31"
"5887","164",5887,"164.31","10","8","t",".31"
"5888","52",5888,"52.31","10","4","n",".31"
"5889","144",5889,"144.31","4","4","t",".31"
"5890","5",5890,"5.31","5","0","n",".31"
"5891","185",5891,"185.31","3","32","t",".31"
"5892","39",5892,"39.31","11","2","n",".31"
"5893","99",5893,"99.31","1","0","t",".31"
"5894","9",5894,"9.31","9","0","n",".31"
"5895","166",5895,"166.31","12","8","t",".31"
"5896","91",5896,"91.31","7","32","n",".31"
"5897","126",5897,"126.31","14","1","t",".31"
"5898","156",5898,"156.31","2","8","t",".31"
"5899","130",5899,"130.31","4","2","t",".31"
"5900","178",5900,"178.31","10","16","t",".31"
"5901","69",5901,"69.31","13","8","n",".31"
"5902","35",5902,"35.31","7","2","n",".31"
"5903","94",5903,"94.31","10","32","n",".31"
"5904","172",5904,"172.31","4","16","t",".31"
"5905","88",5905,"88.31","4","32","n",".31"
"5906","150",5906,"150.31","10","4","t",".31"
"5907","12",5907,"12.31","12","0","n",".31"
"5908","70",5908,"70.31","14","8","n",".31"
"5909","58",5909,"58.31","2","8","n",".31"
"5910","57",5910,"57.31","1","8","n",".31"
"5911","174",5911,"174.31","6","16","t",".31"
"5912","102",5912,"102.31","4","0","t",".31"
"5913","193",5913,"193.31","11","32","t",".31"
"5914","147",5914,"147.31","7","4","t",".31"
"5915","7",5915,"7.31","7","0","n",".31"
"5916","162",5916,"162.31","8","8","t",".31"
"5917","183",5917,"183.31","1","32","t",".31"
"5918","195",5918,"195.31","13","32","t",".31"
"5919","104",5919,"104.31","6","0","t",".31"
"5920","51",5920,"51.31","9","4","n",".31"
"5921","90",5921,"90.31","6","32","n",".31"
"5922","138",5922,"138.31","12","2","t",".31"
"5923","125",5923,"125.31","13","1","t",".31"
"5924","111",5924,"111.31","13","0","t",".31"
"5925","72",5925,"72.31","2","16","n",".31"
"5926","192",5926,"192.31","10","32","t",".31"
"5927","142",5927,"142.31","2","4","t",".31"
"5928","146",5928,"146.31","6","4","t",".31"
"5929","137",5929,"137.31","11","2","t",".31"
"5930","65",5930,"65.31","9","8","n",".31"
"5931","31",5931,"31.31","3","2","n",".31"
"5932","167",5932,"167.31","13","8","t",".31"
"5933","155",5933,"155.31","1","8","t",".31"
"5934","68",5934,"68.31","12","8","n",".31"
"5935","8",5935,"8.31","8","0","n",".31"
"5936","153",5936,"153.31","13","4","t",".31"
"5937","140",5937,"140.31","14","2","t",".31"
"5938","149",5938,"149.31","9","4","t",".31"
"5939","75",5939,"75.31","5","16","n",".31"
"5940","3",5940,"3.31","3","0","n",".31"
"5941","105",5941,"105.31","7","0","t",".31"
"5942","66",5942,"66.31","10","8","n",".31"
"5943","196",5943,"196.31","14","32","t",".31"
"5944","67",5944,"67.31","11","8","n",".31"
"5945","131",5945,"131.31","5","2","t",".31"
"5946","44",5946,"44.31","2","4","n",".31"
"5947","158",5947,"158.31","4","8","t",".31"
"5948","71",5948,"71.31","1","16","n",".31"
"5949","114",5949,"114.31","2","1","t",".31"
"5950","55",5950,"55.31","13","4","n",".31"
"5951","37",5951,"37.31","9","2","n",".31"
"5952","116",5952,"116.31","4","1","t",".31"
"5953","46",5953,"46.31","4","4","n",".31"
"5954","84",5954,"84.31","14","16","n",".31"
"5955","43",5955,"43.31","1","4","n",".31"
"5956","98",5956,"98.31","14","32","n",".31"
"5957","79",5957,"79.31","9","16","n",".31"
"5958","113",5958,"113.31","1","1","t",".31"
"5959","97",5959,"97.31","13","32","n",".31"
"5960","181",5960,"181.31","13","16","t",".31"
"5961","128",5961,"128.31","2","2","t",".31"
"5962","18",5962,"18.31","4","1","n",".31"
"5963","13",5963,"13.31","13","0","n",".31"
"5964","170",5964,"170.31","2","16","t",".31"
"5965","32",5965,"32.31","4","2","n",".31"
"5966","42",5966,"42.31","14","2","n",".31"
"5967","124",5967,"124.31","12","1","t",".31"
"5968","56",5968,"56.31","14","4","n",".31"
"5969","127",5969,"127.31","1","2","t",".31"
"5970","143",5970,"143.31","3","4","t",".31"
"5971","168",5971,"168.31","14","8","t",".31"
"5972","118",5972,"118.31","6","1","t",".31"
"5973","28",5973,"28.31","14","1","n",".31"
"5974","34",5974,"34.31","6","2","n",".31"
"5975","15",5975,"15.31","1","1","n",".31"
"5976","139",5976,"139.31","13","2","t",".31"
"5977","45",5977,"45.31","3","4","n",".31"
"5978","160",5978,"160.31","6","8","t",".31"
"5979","26",5979,"26.31","12","1","n",".31"
"5980","180",5980,"180.31","12","16","t",".31"
"5981","151",5981,"151.31","11","4","t",".31"
"5982","163",5982,"163.31","9","8","t",".31"
"5983","190",5983,"190.31","8","32","t",".31"
"5984","2",5984,"2.31","2","0","n",".31"
"5985","133",5985,"133.31","7","2","t",".31"
"5986","60",5986,"60.31","4","8","n",".31"
"5987","191",5987,"191.31","9","32","t",".31"
"5988","74",5988,"74.31","4","16","n",".31"
"5989","152",5989,"152.31","12","4","t",".31"
"5990","87",5990,"87.31","3","32","n",".31"
"5991","89",5991,"89.31","5","32","n",".31"
"5992","4",5992,"4.31","4","0","n",".31"
"5993","134",5993,"134.31","8","2","t",".31"
"5994","132",5994,"132.31","6","2","t",".31"
"5995","1",5995,"1.31","1","0","n",".31"
"5996","49",5996,"49.31","7","4","n",".31"
"5997","154",5997,"154.31","14","4","t",".31"
"5998","47",5998,"47.31","5","4","n",".31"
"5999","115",5999,"115.31","3","1","t",".31"
"6000","73",6000,"73.31","3","16","n",".31"
"6001","184",6001,"184.31","2","32","t",".31"
"6002","63",6002,"63.31","7","8","n",".31"
"6003","122",6003,"122.31","10","1","t",".31"
"6004","106",6004,"106.31","8","0","t",".31"
"6005","136",6005,"136.31","10","2","t",".31"
"6006","20",6006,"20.31","6","1","n",".31"
"6007","85",6007,"85.31","1","32","n",".31"
"6008","64",6008,"64.31","8","8","n",".31"
"6009","100",6009,"100.31","2","0","t",".31"
"6010","159",6010,"159.31","5","8","t",".31"
"6011","161",6011,"161.31","7","8","t",".31"
"6012","187",6012,"187.31","5","32","t",".31"
"6013","77",6013,"77.31","7","16","n",".31"
"6014","38",6014,"38.31","10","2","n",".31"
"6015","11",6015,"11.31","11","0","n",".31"
"6016","188",6016,"188.31","6","32","t",".31"
"6017","110",6017,"110.31","12","0","t",".31"
"6018","36",6018,"36.31","8","2","n",".31"
"6019","179",6019,"179.31","11","16","t",".31"
"6020","121",6020,"121.31","9","1","t",".31"
"6021","48",6021,"48.31","6","4","n",".31"
"6022","81",6022,"81.31","11","16","n",".31"
"6023","176",6023,"176.31","8","16","t",".31"
"6024","189",6024,"189.31","7","32","t",".31"
"6025","61",6025,"61.31","5","8","n",".31"
"6026","145",6026,"145.31","5","4","t",".31"
"6027","141",6027,"141.31","1","4","t",".31"
"6028","112",6028,"112.31","14","0","t",".31"
"6029","157",6029,"157.31","3","8","t",".31"
"6030","173",6030,"173.31","5","16","t",".31"
"6031","33",6031,"33.31","5","2","n",".31"
"6032","171",6032,"171.31","3","16","t",".31"
"6033","123",6033,"123.31","11","1","t",".31"
"6034","41",6034,"41.31","13","2","n",".31"
"6035","21",6035,"21.31","7","1","n",".31"
"6036","30",6036,"30.31","2","2","n",".31"
"6037","54",6037,"54.31","12","4","n",".31"
"6038","23",6038,"23.31","9","1","n",".31"
"6039","148",6039,"148.31","8","4","t",".31"
"6040","19",6040,"19.31","5","1","n",".31"
"6041","6",6041,"6.31","6","0","n",".31"
"6042","16",6042,"16.31","2","1","n",".31"
"6043","53",6043,"53.31","11","4","n",".31"
"6044","120",6044,"120.31","8","1","t",".31"
"6045","14",6045,"14.31","14","0","n",".31"
"6046","25",6046,"25.31","11","1","n",".31"
"6047","40",6047,"40.31","12","2","n",".31"
"6048","27",6048,"27.31","13","1","n",".31"
"6049","83",6049,"83.31","13","16","n",".31"
"6050","109",6050,"109.31","11","0","t",".31"
"6051","93",6051,"93.31","9","32","n",".31"
"6052","24",6052,"24.31","10","1","n",".31"
"6053","59",6053,"59.31","3","8","n",".31"
"6054","177",6054,"177.31","9","16","t",".31"
"6055","169",6055,"169.31","1","16","t",".31"
"6056","129",6056,"129.31","3","2","t",".31"
"6057","186",6057,"186.31","4","32","t",".31"
"6058","107",6058,"107.31","9","0","t",".31"
"6059","194",6059,"194.31","12","32","t",".31"
"6060","117",6060,"117.31","5","1","t",".31"
"6061","80",6061,"80.31","10","16","n",".31"
"6062","96",6062,"96.31","12","32","n",".31"
"6063","119",6063,"119.31","7","1","t",".31"
"6064","29",6064,"29.31","1","2","n",".31"
"6065","17",6065,"17.31","3","1","n",".31"
"6066","95",6066,"95.31","11","32","n",".31"
"6067","108",6067,"108.31","10","0","t",".31"
"6068","175",6068,"175.31","7","16","t",".31"
"6069","135",6069,"135.31","9","2","t",".31"
"6070","92",6070,"92.31","8","32","n",".31"
"6071","62",6071,"62.31","6","8","n",".31"
"6072","182",6072,"182.31","14","16","t",".31"
"6073","22",6073,"22.31","8","1","n",".31"
"6074","10",6074,"10.31","10","0","n",".31"
"6075","103",6075,"103.31","5","0","t",".31"
"6076","101",6076,"101.31","3","0","t",".31"
"6077","24",6077,"24.32","10","1","n",".32"
"6078","189",6078,"189.32","7","32","t",".32"
"6079","105",6079,"105.32","7","0","t",".32"
"6080","128",6080,"128.32","2","2","t",".32"
"6081","9",6081,"9.32","9","0","n",".32"
"6082","134",6082,"134.32","8","2","t",".32"
"6083","140",6083,"140.32","14","2","t",".32"
"6084","87",6084,"87.32","3","32","n",".32"
"6085","88",6085,"88.32","4","32","n",".32"
"6086","155",6086,"155.32","1","8","t",".32"
"6087","19",6087,"19.32","5","1","n",".32"
"6088","184",6088,"184.32","2","32","t",".32"
"6089","186",6089,"186.32","4","32","t",".32"
"6090","68",6090,"68.32","12","8","n",".32"
"6091","154",6091,"154.32","14","4","t",".32"
"6092","175",6092,"175.32","7","16","t",".32"
"6093","91",6093,"91.32","7","32","n",".32"
"6094","34",6094,"34.32","6","2","n",".32"
"6095","46",6095,"46.32","4","4","n",".32"
"6096","13",6096,"13.32","13","0","n",".32"
"6097","5",6097,"5.32","5","0","n",".32"
"6098","72",6098,"72.32","2","16","n",".32"
"6099","106",6099,"106.32","8","0","t",".32"
"6100","52",6100,"52.32","10","4","n",".32"
"6101","77",6101,"77.32","7","16","n",".32"
"6102","147",6102,"147.32","7","4","t",".32"
"6103","25",6103,"25.32","11","1","n",".32"
"6104","115",6104,"115.32","3","1","t",".32"
"6105","149",6105,"149.32","9","4","t",".32"
"6106","82",6106,"82.32","12","16","n",".32"
"6107","63",6107,"63.32","7","8","n",".32"
"6108","37",6108,"37.32","9","2","n",".32"
"6109","192",6109,"192.32","10","32","t",".32"
"6110","66",6110,"66.32","10","8","n",".32"
"6111","170",6111,"170.32","2","16","t",".32"
"6112","14",6112,"14.32","14","0","n",".32"
"6113","117",6113,"117.32","5","1","t",".32"
"6114","7",6114,"7.32","7","0","n",".32"
"6115","118",6115,"118.32","6","1","t",".32"
"6116","100",6116,"100.32","2","0","t",".32"
"6117","92",6117,"92.32","8","32","n",".32"
"6118","6",6118,"6.32","6","0","n",".32"
"6119","138",6119,"138.32","12","2","t",".32"
"6120","124",6120,"124.32","12","1","t",".32"
"6121","173",6121,"173.32","5","16","t",".32"
"6122","187",6122,"187.32","5","32","t",".32"
"6123","136",6123,"136.32","10","2","t",".32"
"6124","17",6124,"17.32","3","1","n",".32"
"6125","110",6125,"110.32","12","0","t",".32"
"6126","80",6126,"80.32","10","16","n",".32"
"6127","103",6127,"103.32","5","0","t",".32"
"6128","20",6128,"20.32","6","1","n",".32"
"6129","32",6129,"32.32","4","2","n",".32"
"6130","62",6130,"62.32","6","8","n",".32"
"6131","161",6131,"161.32","7","8","t",".32"
"6132","108",6132,"108.32","10","0","t",".32"
"6133","182",6133,"182.32","14","16","t",".32"
"6134","133",6134,"133.32","7","2","t",".32"
"6135","97",6135,"97.32","13","32","n",".32"
"6136","172",6136,"172.32","4","16","t",".32"
"6137","60",6137,"60.32","4","8","n",".32"
"6138","193",6138,"193.32","11","32","t",".32"
"6139","81",6139,"81.32","11","16","n",".32"
"6140","1",6140,"1.32","1","0","n",".32"
"6141","11",6141,"11.32","11","0","n",".32"
"6142","113",6142,"113.32","1","1","t",".32"
"6143","89",6143,"89.32","5","32","n",".32"
"6144","59",6144,"59.32","3","8","n",".32"
"6145","4",6145,"4.32","4","0","n",".32"
"6146","145",6146,"145.32","5","4","t",".32"
"6147","116",6147,"116.32","4","1","t",".32"
"6148","135",6148,"135.32","9","2","t",".32"
"6149","169",6149,"169.32","1","16","t",".32"
"6150","30",6150,"30.32","2","2","n",".32"
"6151","119",6151,"119.32","7","1","t",".32"
"6152","129",6152,"129.32","3","2","t",".32"
"6153","10",6153,"10.32","10","0","n",".32"
"6154","95",6154,"95.32","11","32","n",".32"
"6155","132",6155,"132.32","6","2","t",".32"
"6156","38",6156,"38.32","10","2","n",".32"
"6157","27",6157,"27.32","13","1","n",".32"
"6158","177",6158,"177.32","9","16","t",".32"
"6159","64",6159,"64.32","8","8","n",".32"
"6160","55",6160,"55.32","13","4","n",".32"
"6161","122",6161,"122.32","10","1","t",".32"
"6162","112",6162,"112.32","14","0","t",".32"
"6163","23",6163,"23.32","9","1","n",".32"
"6164","109",6164,"109.32","11","0","t",".32"
"6165","18",6165,"18.32","4","1","n",".32"
"6166","15",6166,"15.32","1","1","n",".32"
"6167","39",6167,"39.32","11","2","n",".32"
"6168","126",6168,"126.32","14","1","t",".32"
"6169","47",6169,"47.32","5","4","n",".32"
"6170","33",6170,"33.32","5","2","n",".32"
"6171","123",6171,"123.32","11","1","t",".32"
"6172","176",6172,"176.32","8","16","t",".32"
"6173","146",6173,"146.32","6","4","t",".32"
"6174","152",6174,"152.32","12","4","t",".32"
"6175","181",6175,"181.32","13","16","t",".32"
"6176","50",6176,"50.32","8","4","n",".32"
"6177","83",6177,"83.32","13","16","n",".32"
"6178","93",6178,"93.32","9","32","n",".32"
"6179","2",6179,"2.32","2","0","n",".32"
"6180","137",6180,"137.32","11","2","t",".32"
"6181","94",6181,"94.32","10","32","n",".32"
"6182","191",6182,"191.32","9","32","t",".32"
"6183","26",6183,"26.32","12","1","n",".32"
"6184","130",6184,"130.32","4","2","t",".32"
"6185","183",6185,"183.32","1","32","t",".32"
"6186","185",6186,"185.32","3","32","t",".32"
"6187","168",6187,"168.32","14","8","t",".32"
"6188","194",6188,"194.32","12","32","t",".32"
"6189","148",6189,"148.32","8","4","t",".32"
"6190","58",6190,"58.32","2","8","n",".32"
"6191","90",6191,"90.32","6","32","n",".32"
"6192","73",6192,"73.32","3","16","n",".32"
"6193","174",6193,"174.32","6","16","t",".32"
"6194","85",6194,"85.32","1","32","n",".32"
"6195","8",6195,"8.32","8","0","n",".32"
"6196","51",6196,"51.32","9","4","n",".32"
"6197","104",6197,"104.32","6","0","t",".32"
"6198","158",6198,"158.32","4","8","t",".32"
"6199","31",6199,"31.32","3","2","n",".32"
"6200","107",6200,"107.32","9","0","t",".32"
"6201","96",6201,"96.32","12","32","n",".32"
"6202","36",6202,"36.32","8","2","n",".32"
"6203","114",6203,"114.32","2","1","t",".32"
"6204","29",6204,"29.32","1","2","n",".32"
"6205","111",6205,"111.32","13","0","t",".32"
"6206","156",6206,"156.32","2","8","t",".32"
"6207","41",6207,"41.32","13","2","n",".32"
"6208","16",6208,"16.32","2","1","n",".32"
"6209","164",6209,"164.32","10","8","t",".32"
"6210","28",6210,"28.32","14","1","n",".32"
"6211","157",6211,"157.32","3","8","t",".32"
"6212","102",6212,"102.32","4","0","t",".32"
"6213","171",6213,"171.32","3","16","t",".32"
"6214","54",6214,"54.32","12","4","n",".32"
"6215","101",6215,"101.32","3","0","t",".32"
"6216","99",6216,"99.32","1","0","t",".32"
"6217","67",6217,"67.32","11","8","n",".32"
"6218","71",6218,"71.32","1","16","n",".32"
"6219","76",6219,"76.32","6","16","n",".32"
"6220","22",6220,"22.32","8","1","n",".32"
"6221","45",6221,"45.32","3","4","n",".32"
"6222","179",6222,"179.32","11","16","t",".32"
"6223","21",6223,"21.32","7","1","n",".32"
"6224","61",6224,"61.32","5","8","n",".32"
"6225","35",6225,"35.32","7","2","n",".32"
"6226","131",6226,"131.32","5","2","t",".32"
"6227","69",6227,"69.32","13","8","n",".32"
"6228","163",6228,"163.32","9","8","t",".32"
"6229","75",6229,"75.32","5","16","n",".32"
"6230","167",6230,"167.32","13","8","t",".32"
"6231","188",6231,"188.32","6","32","t",".32"
"6232","12",6232,"12.32","12","0","n",".32"
"6233","44",6233,"44.32","2","4","n",".32"
"6234","53",6234,"53.32","11","4","n",".32"
"6235","42",6235,"42.32","14","2","n",".32"
"6236","127",6236,"127.32","1","2","t",".32"
"6237","150",6237,"150.32","10","4","t",".32"
"6238","79",6238,"79.32","9","16","n",".32"
"6239","165",6239,"165.32","11","8","t",".32"
"6240","143",6240,"143.32","3","4","t",".32"
"6241","43",6241,"43.32","1","4","n",".32"
"6242","178",6242,"178.32","10","16","t",".32"
"6243","196",6243,"196.32","14","32","t",".32"
"6244","166",6244,"166.32","12","8","t",".32"
"6245","74",6245,"74.32","4","16","n",".32"
"6246","57",6246,"57.32","1","8","n",".32"
"6247","160",6247,"160.32","6","8","t",".32"
"6248","65",6248,"65.32","9","8","n",".32"
"6249","48",6249,"48.32","6","4","n",".32"
"6250","180",6250,"180.32","12","16","t",".32"
"6251","153",6251,"153.32","13","4","t",".32"
"6252","139",6252,"139.32","13","2","t",".32"
"6253","70",6253,"70.32","14","8","n",".32"
"6254","151",6254,"151.32","11","4","t",".32"
"6255","98",6255,"98.32","14","32","n",".32"
"6256","141",6256,"141.32","1","4","t",".32"
"6257","86",6257,"86.32","2","32","n",".32"
"6258","84",6258,"84.32","14","16","n",".32"
"6259","40",6259,"40.32","12","2","n",".32"
"6260","49",6260,"49.32","7","4","n",".32"
"6261","144",6261,"144.32","4","4","t",".32"
"6262","78",6262,"78.32","8","16","n",".32"
"6263","195",6263,"195.32","13","32","t",".32"
"6264","125",6264,"125.32","13","1","t",".32"
"6265","120",6265,"120.32","8","1","t",".32"
"6266","121",6266,"121.32","9","1","t",".32"
"6267","162",6267,"162.32","8","8","t",".32"
"6268","190",6268,"190.32","8","32","t",".32"
"6269","142",6269,"142.32","2","4","t",".32"
"6270","3",6270,"3.32","3","0","n",".32"
"6271","56",6271,"56.32","14","4","n",".32"
"6272","159",6272,"159.32","5","8","t",".32"
"6273","171",6273,"171.33","3","16","t",".33"
"6274","22",6274,"22.33","8","1","n",".33"
"6275","42",6275,"42.33","14","2","n",".33"
"6276","125",6276,"125.33","13","1","t",".33"
"6277","63",6277,"63.33","7","8","n",".33"
"6278","119",6278,"119.33","7","1","t",".33"
"6279","7",6279,"7.33","7","0","n",".33"
"6280","38",6280,"38.33","10","2","n",".33"
"6281","191",6281,"191.33","9","32","t",".33"
"6282","168",6282,"168.33","14","8","t",".33"
"6283","157",6283,"157.33","3","8","t",".33"
"6284","110",6284,"110.33","12","0","t",".33"
"6285","115",6285,"115.33","3","1","t",".33"
"6286","167",6286,"167.33","13","8","t",".33"
"6287","48",6287,"48.33","6","4","n",".33"
"6288","134",6288,"134.33","8","2","t",".33"
"6289","92",6289,"92.33","8","32","n",".33"
"6290","193",6290,"193.33","11","32","t",".33"
"6291","121",6291,"121.33","9","1","t",".33"
"6292","2",6292,"2.33","2","0","n",".33"
"6293","74",6293,"74.33","4","16","n",".33"
"6294","1",6294,"1.33","1","0","n",".33"
"6295","10",6295,"10.33","10","0","n",".33"
"6296","12",6296,"12.33","12","0","n",".33"
"6297","102",6297,"102.33","4","0","t",".33"
"6298","4",6298,"4.33","4","0","n",".33"
"6299","60",6299,"60.33","4","8","n",".33"
"6300","120",6300,"120.33","8","1","t",".33"
"6301","190",6301,"190.33","8","32","t",".33"
"6302","163",6302,"163.33","9","8","t",".33"
"6303","66",6303,"66.33","10","8","n",".33"
