"sizea","temp","Blocks","cyca","l3ra","l3ma","cycb","l3rb","l3mb"
3072,16,nt,26856336490,278,38,9843,309,294
131072,16,tt,4967505570,252196571,250086136,9397,324,287
12288,16,tt,4923700683,457034341,179351866,7821,312,292
3072,16,tt,4914332266,1031259189,206983,7408,306,284
5120,16,tt,4502308757,913894315,8847412,8837,311,289
524288,16,tt,4982903675,252195325,252187891,9525,322,289
7168,16,nt,15186534751,632,129,8959,309,292
6144,16,nt,18972910021,815,455,8670,310,288
65536,16,nt,6433308678,7088,4345,9053,311,277
262144,16,nt,6392229032,483913,28920,8999,313,298
2048,16,nt,27241110393,223,81,8731,310,290
32768,16,nt,7459470197,1718,261,8285,316,293
7168,16,tt,3546406965,591001606,43454905,8097,312,293
8192,16,tt,3988936530,577196467,75955386,8543,311,287
12288,16,nt,11769819819,849,351,9090,318,289
6144,16,tt,4104597782,740307572,34999008,7379,315,281
4096,16,nt,26556506588,398,28,9643,316,287
16384,16,tt,4886633636,371674607,206506767,7230,309,290
524288,16,nt,6382020949,488472,73653,9279,314,289
65536,16,tt,4734968901,252191197,235444609,8053,312,289
131072,16,tt,4963219728,252194267,250069301,8712,315,295
16384,16,nt,9569455537,842,300,8169,313,289
131072,16,nt,6407819851,130049,8054,7996,300,286
3072,16,tt,4914164840,1031259285,194718,8002,316,290
524288,16,nt,6382681754,490666,46045,9333,302,281
6144,16,nt,18968930481,994,635,9292,315,292
16384,16,tt,4877851052,371675484,206394633,8393,324,288
8192,16,tt,4078489716,577198395,80563057,8278,310,284
65536,16,nt,6434330432,12141,8072,8546,311,291
7168,16,tt,3482582720,591001608,40634853,7830,309,289
8192,16,nt,14917984979,580,196,7734,318,296
12288,16,tt,4936688001,457034385,180696671,8740,326,289
6144,16,tt,3997432906,740307499,28230191,8985,310,289
12288,16,nt,11768173374,1697,1214,9118,322,293
4096,16,nt,26643920256,868,577,9546,322,295
5120,16,nt,23370534457,802,448,8372,312,292
4096,16,tt,5141905682,1023249411,17207189,8782,321,291
2048,16,tt,4988823333,1047364556,69674,7312,311,293
7168,16,nt,15154003202,848,477,8988,313,285
524288,16,tt,4985624477,252194905,252187306,9471,312,294
32768,16,nt,7435608886,5954,5092,9402,319,300
65536,16,tt,4728713719,252192995,235371289,10014,312,293
32768,16,tt,4905700068,290524573,234133970,9467,302,289
2048,16,nt,27245224772,220,50,7912,309,292
262144,16,tt,4985858270,252194435,252184730,8636,308,288
262144,16,nt,6393049211,481065,22284,8756,313,289
3072,16,nt,27008053977,300,107,8434,295,278
5120,16,tt,4579091208,913894032,13496061,7908,311,289
3072,16,nt,27002388811,433,107,10024,313,289
131072,16,nt,6406952906,169237,1642,8164,305,290
7168,16,tt,5985625190,591003427,198047139,7760,321,289
32768,16,nt,7442377918,1345,39,8664,315,290
8192,16,nt,14806333289,702,360,9456,321,294
6144,16,tt,3873332265,740307341,20948222,8183,306,287
2048,16,tt,4990169220,1047364521,155310,8010,306,293
5120,16,nt,23393034424,638,241,9113,310,290
16384,16,tt,4882871752,371676344,206559678,7275,308,282
4096,16,tt,4953603823,1023249945,4593336,7685,302,284
65536,16,nt,6430377998,7528,4585,9603,310,290
6144,16,nt,19083292306,579,147,8258,301,282
524288,16,tt,4985845802,252196004,252188695,9510,326,283
12288,16,nt,11777066219,605,33,9185,327,287
262144,16,nt,6391993560,481532,18425,8479,311,290
32768,16,tt,4897155645,290527336,234167764,7463,317,286
262144,16,tt,4993412544,252193877,252184521,9733,309,288
8192,16,tt,3999169833,577195923,76568716,7567,314,288
16384,16,nt,9567383072,964,431,7936,308,288
65536,16,tt,4727290840,252194418,235362951,7091,318,292
131072,16,tt,4964807264,252195157,250048782,8791,318,289
4096,16,nt,26528474794,685,356,9219,305,290
7168,16,nt,15156809930,979,593,7989,312,287
2048,16,nt,27303352095,293,91,9260,321,290
12288,16,tt,4914877100,457034641,179283591,7767,319,288
524288,16,nt,6381570099,491020,85661,9242,315,294
5120,16,tt,5437300940,913894830,63938110,7455,316,290
3072,16,tt,4912375147,1031259270,79913,7759,301,291
